Season,Home_Team,Away_Team,Home_Score,Away_Score,Home_Goal_Diff,Away_Goal_Diff,Home_Last_5_Wins,Away_Last_5_Wins,H2H_Home_Wins,H2H_Home_Losses,H2H_Away_Wins,H2H_Away_Losses,H2H_Draws,Result_Encoded,Home_Form,Away_Form
2014, Midnimo FC , Raadsan FC ,4,3,1,-1,2,3,0,0,0,0,1,1,7.0,8.0
2014, Jazeera SC , Jamhuuriya FC ,1,2,-1,1,2,4,1,0,0,1,0,-1,3.0,3.0
2014, Gasko FC , ,1,0,1,-1,2,0,1,0,0,1,0,1,9.0,2.0
2014, Jamhuuriya FC , Midnimo FC ,1,1,0,0,4,3,1,0,0,1,1,0,5.0,9.0
2014, Raadsan FC , ,2,1,1,-1,2,0,1,0,0,1,0,1,8.0,2.0
2014, Jazeera SC , Geeska Afrika FC ,3,2,1,-1,2,3,0,0,0,0,1,1,3.0,4.0
2014, Midnimo FC , ,5,0,5,-5,3,0,1,0,0,1,0,1,7.0,2.0
2014, Jamhuuriya FC , Geeska Afrika FC ,1,3,-2,2,4,2,0,0,0,0,1,-1,5.0,4.0
2014, Jazeera SC , Gasko FC ,2,0,2,-2,2,3,1,0,0,1,0,1,3.0,1.0
2014, Geeska Afrika FC , Midnimo FC ,3,2,1,-1,3,4,1,1,1,1,0,1,0.0,9.0
2014, Jamhuuriya FC , Gasko FC ,3,1,2,-2,3,2,1,0,0,1,0,1,5.0,1.0
2014, Raadsan FC , Jazeera SC ,1,2,-1,1,2,3,1,0,0,1,0,-1,8.0,1.0
2014, Gasko FC , Geeska Afrika FC ,2,1,1,-1,1,4,1,1,1,1,0,1,9.0,4.0
2014, Jazeera SC , ,1,1,0,0,3,0,1,0,0,1,0,0,3.0,2.0
2014, Raadsan FC , Jamhuuriya FC ,3,2,1,-1,2,3,0,1,1,0,0,1,8.0,3.0
2014, Gasko FC , Midnimo FC ,0,5,-5,5,2,3,0,1,1,0,2,-1,9.0,9.0
2014, Raadsan FC , Geeska Afrika FC ,3,1,2,-2,3,3,0,1,1,0,1,1,8.0,4.0
2014, Jamhuuriya FC , ,0,0,0,0,2,0,2,0,0,2,0,0,5.0,2.0
2014, Midnimo FC , Jazeera SC ,2,2,0,0,3,3,0,1,1,0,1,0,7.0,1.0
2014, Raadsan FC , Gasko FC ,3,2,1,-1,3,2,1,1,1,1,0,1,8.0,1.0
2014, , Geeska Afrika FC ,1,3,-2,2,0,2,0,2,2,0,1,-1,1.0,4.0
2014, Raadsan FC , Midnimo FC ,1,7,-6,6,4,2,0,1,1,0,1,-1,8.0,9.0
2014, Jamhuuriya FC , Jazeera SC ,2,3,-1,1,1,3,0,1,1,0,0,-1,5.0,1.0
2014, , Gasko FC ,2,2,0,0,0,1,0,2,2,0,0,0,1.0,1.0
2014, Midnimo FC , Jamhuuriya FC ,9,2,7,-7,3,1,0,1,1,0,2,1,7.0,3.0
2014, , Raadsan FC ,3,4,-1,1,0,3,0,2,2,0,0,-1,1.0,8.0
2014, Geeska Afrika FC , Jazeera SC ,1,3,-2,2,3,3,0,1,1,0,1,-1,0.0,1.0
2014, , Midnimo FC ,1,12,-11,11,0,3,0,2,2,0,0,-1,1.0,9.0
2014, Geeska Afrika FC , Jamhuuriya FC ,2,1,1,-1,2,1,0,0,0,0,1,1,0.0,3.0
2014, Gasko FC , Jazeera SC ,0,1,-1,1,1,3,0,2,2,0,0,-1,9.0,1.0
2014, Midnimo FC , Geeska Afrika FC ,5,2,3,-3,4,2,1,2,2,1,0,1,7.0,4.0
2014, Horseed S.C , Elman FC ,2,3,-1,1,2,3,0,1,1,0,2,-1,11.0,5.0
2014, Gasko FC , Jamhuuriya FC ,4,1,3,-3,1,0,0,2,2,0,0,1,9.0,3.0
2014, Jazeera SC , Raadsan FC ,0,2,-2,2,3,4,0,1,1,0,0,-1,3.0,8.0
2014, Jeenyo  FC , Heegan S.C ,1,3,-2,2,1,1,0,0,0,0,2,-1,9.0,11.0
2014, SomaliFruit FC , Dekedda SC ,3,1,2,-2,3,0,0,0,0,0,0,1,4.0,10.0
2014, Mogadishu City Club , Gaadiidka FC ,1,1,0,0,4,1,1,0,0,1,0,0,11.0,9.0
2014, Batroolka FC , Sahafi FC ,2,3,-1,1,1,4,0,0,0,0,0,-1,1.0,1.0
2014, Heegan S.C , Horseed S.C ,4,0,4,-4,1,2,2,0,0,2,2,1,7.0,13.0
2014, Elman FC , Dekedda SC ,1,1,0,0,3,0,2,0,0,2,0,0,3.0,10.0
2014, Jeenyo  FC , Gaadiidka FC ,4,2,2,-2,0,1,1,1,1,1,0,1,9.0,9.0
2015, Sahafi FC , SomaliFruit FC ,2,0,2,-2,4,4,1,0,0,1,0,1,5.0,4.0
2015, Mogadishu City Club , Batroolka FC ,3,0,3,-3,3,1,1,0,0,1,0,1,11.0,3.0
2015, Horseed S.C , Dekedda SC ,0,1,-1,1,1,0,1,0,0,1,1,-1,11.0,10.0
2015, Heegan S.C , Gaadiidka FC ,1,0,1,-1,2,1,1,0,0,1,0,1,7.0,9.0
2015, Elman FC , Sahafi FC ,0,2,-2,2,2,4,1,0,0,1,0,-1,3.0,1.0
2015, Jeenyo  FC , Batroolka FC ,4,1,3,-3,1,1,1,0,0,1,1,1,9.0,3.0
2015, SomaliFruit FC , Mogadishu City Club ,1,2,-1,1,3,3,0,0,0,0,0,-1,4.0,6.0
2015, Gaadiidka FC , Horseed S.C ,0,1,-1,1,1,0,0,1,1,0,1,-1,1.0,13.0
2015, Dekedda SC , Sahafi FC ,2,1,1,-1,1,4,0,0,0,0,2,1,5.0,1.0
2015, Batroolka FC , Heegan S.C ,0,4,-4,4,1,3,0,1,1,0,0,-1,1.0,11.0
2015, Mogadishu City Club , Elman FC ,1,1,0,0,4,2,0,0,0,0,2,0,11.0,5.0
2015, Jeenyo  FC , SomaliFruit FC ,5,0,5,-5,2,3,0,0,0,0,0,1,9.0,4.0
2015, Horseed S.C , Sahafi FC ,2,1,1,-1,1,4,0,0,0,0,2,1,11.0,1.0
2015, Gaadiidka FC , Batroolka FC ,3,0,3,-3,1,0,1,0,0,1,0,1,1.0,3.0
2015, Dekedda SC , Mogadishu City Club ,0,2,-2,2,2,3,0,1,1,0,1,-1,5.0,6.0
2015, SomaliFruit FC , Heegan S.C ,1,8,-7,7,2,4,0,0,0,0,0,-1,4.0,11.0
2015, Elman FC , Jeenyo  FC ,1,1,0,0,2,3,0,0,0,0,1,0,3.0,2.0
2015, Batroolka FC , Horseed S.C ,2,2,0,0,0,2,0,1,1,0,0,0,1.0,13.0
2015, Sahafi FC , Mogadishu City Club ,0,0,0,0,3,3,0,1,1,0,1,0,5.0,6.0
2015, Dekedda SC , Jeenyo  FC ,0,1,-1,1,2,3,0,0,0,0,3,-1,5.0,2.0
2015, Elman FC , Heegan S.C ,1,0,1,-1,1,5,0,0,0,0,1,1,3.0,11.0
2015, Horseed S.C , Mogadishu City Club ,0,2,-2,2,2,3,0,1,1,0,2,-1,11.0,6.0
2015, Batroolka FC , SomaliFruit FC ,1,2,-1,1,0,1,0,0,0,0,0,-1,1.0,4.0
2015, Sahafi FC , Jeenyo  FC ,0,0,0,0,2,4,0,0,0,0,2,0,5.0,2.0
2015, Gaadiidka FC , Elman FC ,0,0,0,0,1,1,0,1,1,0,0,0,1.0,5.0
2015, Dekedda SC , Heegan S.C ,0,2,-2,2,2,4,0,0,0,0,1,-1,5.0,11.0
2015, SomaliFruit FC , Horseed S.C ,2,0,2,-2,1,2,0,0,0,0,0,1,4.0,13.0
2015, Batroolka FC , Elman FC ,1,3,-2,2,0,1,0,1,1,0,0,-1,1.0,5.0
2015, Mogadishu City Club , Jeenyo  FC ,0,3,-3,3,3,3,0,1,1,0,3,-1,11.0,2.0
2015, Sahafi FC , Heegan S.C ,3,3,0,0,1,4,0,1,1,0,0,0,5.0,11.0
2015, Gaadiidka FC , Dekedda SC ,0,1,-1,1,1,2,0,0,0,0,2,-1,1.0,10.0
2015, Horseed S.C , Jeenyo  FC ,0,1,-1,1,2,3,0,1,1,0,1,-1,11.0,2.0
2015, SomaliFruit FC , Elman FC ,0,2,-2,2,2,2,0,0,0,0,0,-1,4.0,5.0
2015, Mogadishu City Club , Heegan S.C ,0,0,0,0,2,3,1,1,1,1,1,0,11.0,11.0
2015, Batroolka FC , Dekedda SC ,0,4,-4,4,0,2,0,0,0,0,0,-1,1.0,10.0
2015, Sahafi FC , Gaadiidka FC ,0,1,-1,1,0,1,0,0,0,0,0,-1,5.0,9.0
2015, Elman FC , Horseed S.C ,3,0,3,-3,3,1,1,0,0,1,2,1,3.0,13.0
2015, Heegan S.C , Jeenyo  FC ,2,0,2,-2,2,3,0,0,0,0,2,1,7.0,2.0
2015, Dekedda SC , SomaliFruit FC ,0,1,-1,1,2,2,0,1,1,0,0,-1,5.0,4.0
2015, Gaadiidka FC , Mogadishu City Club ,2,1,1,-1,2,2,0,1,1,0,1,1,1.0,6.0
2015, Sahafi FC , Batroolka FC ,7,0,7,-7,0,0,0,0,0,0,0,1,5.0,3.0
2015, Horseed S.C , Heegan S.C ,1,0,1,-1,0,2,0,3,3,0,2,1,11.0,11.0
2015, Dekedda SC , Elman FC ,2,0,2,-2,2,4,0,2,2,0,1,1,5.0,5.0
2015, Gaadiidka FC , Jeenyo  FC ,4,2,2,-2,3,3,1,2,2,1,0,1,1.0,2.0
2015, SomaliFruit FC , Sahafi FC ,1,4,-3,3,3,1,0,2,2,0,0,-1,4.0,1.0
2015, Dekedda SC , Horseed S.C ,4,0,4,-4,3,1,0,1,1,0,1,1,5.0,13.0
2015, Gaadiidka FC , Heegan S.C ,0,1,-1,1,3,2,0,2,2,0,0,-1,1.0,11.0
2015, Sahafi FC , Elman FC ,1,3,-2,2,2,3,0,1,1,0,0,-1,5.0,5.0
2015, Mogadishu City Club , SomaliFruit FC ,2,0,2,-2,1,3,0,0,0,0,0,1,11.0,4.0
2015, Batroolka FC , Jeenyo  FC ,1,8,-7,7,0,2,0,2,2,0,1,-1,1.0,2.0
2015, Horseed S.C , Gaadiidka FC ,1,3,-2,2,1,3,1,0,0,1,1,-1,11.0,9.0
2015, Sahafi FC , Dekedda SC ,1,3,-2,2,2,4,0,1,1,0,2,-1,5.0,10.0
2015, Heegan S.C , Batroolka FC ,4,1,3,-3,2,0,1,0,0,1,0,1,7.0,3.0
2015, Elman FC , Mogadishu City Club ,0,0,0,0,4,2,0,0,0,0,3,0,3.0,6.0
2015, SomaliFruit FC , Jeenyo  FC ,1,1,0,0,2,3,0,1,1,0,0,0,4.0,2.0
2015, Sahafi FC , Horseed S.C ,0,0,0,0,2,1,0,1,1,0,2,0,5.0,13.0
2015, Batroolka FC , Gaadiidka FC ,0,0,0,0,0,4,0,2,2,0,0,0,1.0,9.0
2015, Batroolka FC , Mogadishu City Club ,1,5,-4,4,0,1,0,2,2,0,0,-1,1.0,6.0
2015, Mogadishu City Club , Dekedda SC ,0,1,-1,1,2,4,1,0,0,1,1,-1,11.0,10.0
2015, Heegan S.C , SomaliFruit FC ,3,0,3,-3,3,1,0,0,0,0,0,1,7.0,4.0
2015, Jeenyo  FC , Elman FC ,0,0,0,0,2,3,0,0,0,0,2,0,9.0,5.0
2015, Horseed S.C , Batroolka FC ,3,1,2,-2,1,0,1,0,0,1,1,1,11.0,3.0
2015, Mogadishu City Club , Sahafi FC ,3,0,3,-3,2,2,1,0,0,1,2,1,11.0,1.0
2015, SomaliFruit FC , Gaadiidka FC ,1,0,1,-1,1,3,0,0,0,0,0,1,4.0,9.0
2015, Jeenyo  FC , Dekedda SC ,3,0,3,-3,1,4,0,0,0,0,3,1,9.0,10.0
2015, Heegan S.C , Elman FC ,1,1,0,0,4,2,0,1,1,0,1,0,7.0,5.0
2015, Mogadishu City Club , Horseed S.C ,5,0,5,-5,3,2,1,0,0,1,2,1,11.0,13.0
2015, SomaliFruit FC , Batroolka FC ,1,2,-1,1,1,0,0,0,0,0,0,-1,4.0,3.0
2015, Jeenyo  FC , Sahafi FC ,2,1,1,-1,2,1,0,0,0,0,3,1,9.0,1.0
2015, Elman FC , Gaadiidka FC ,0,2,-2,2,1,2,1,0,0,1,1,-1,3.0,9.0
2015, Heegan S.C , Dekedda SC ,2,0,2,-2,3,4,0,0,0,0,1,1,7.0,10.0
2015, Horseed S.C , SomaliFruit FC ,2,0,2,-2,1,1,0,1,1,0,0,1,11.0,4.0
2015, Jeenyo  FC , Mogadishu City Club ,1,2,-1,1,3,3,1,0,0,1,3,-1,9.0,6.0
2015, Elman FC , Batroolka FC ,4,2,2,-2,1,1,1,0,0,1,0,1,3.0,3.0
2015, Heegan S.C , Sahafi FC ,0,1,-1,1,4,0,1,0,0,1,1,-1,7.0,1.0
2015, Dekedda SC , Gaadiidka FC ,2,0,2,-2,3,2,0,0,0,0,2,1,5.0,9.0
2015, Jeenyo  FC , Horseed S.C ,2,1,1,-1,2,2,1,0,0,1,1,1,9.0,13.0
2015, Elman FC , SomaliFruit FC ,2,2,0,0,1,1,0,0,0,0,0,0,3.0,4.0
2015, Heegan S.C , Mogadishu City Club ,0,2,-2,2,3,4,1,1,1,1,2,-1,7.0,6.0
2015, Dekedda SC , Batroolka FC ,5,1,4,-4,3,1,0,0,0,0,0,1,5.0,3.0
2015, Gaadiidka FC , Sahafi FC ,2,1,1,-1,2,1,0,0,0,0,0,1,1.0,1.0
2015, Dekedda SC , Heegan S.C ,1,0,1,-1,3,2,0,1,1,0,1,1,5.0,11.0
2015, Mogadishu City Club , Waxool FC ,1,0,1,-1,4,3,0,0,0,0,0,1,11.0,6.0
2015, Jeenyo  FC , Horseed S.C ,1,1,0,0,3,2,2,0,0,2,1,0,9.0,13.0
2015, Gaadiidka FC , Sahafi FC ,1,1,0,0,2,1,1,0,0,1,0,0,1.0,1.0
2016, Elman FC , Badbaado FC ,1,1,0,0,1,2,1,0,0,1,0,0,3.0,2.0
2016, Waxool FC , Dekedda SC ,0,0,0,0,3,3,0,0,0,0,0,0,0.0,10.0
2016, Heegan S.C , Horseed S.C ,2,2,0,0,1,2,3,1,1,3,2,0,7.0,13.0
2016, Mogadishu City Club , Sahafi FC ,1,0,1,-1,5,1,2,0,0,2,2,1,11.0,1.0
2016, Jeenyo  FC , Badbaado FC ,4,1,3,-3,3,1,1,0,0,1,0,1,9.0,2.0
2016, Gaadiidka FC , Elman FC ,0,1,-1,1,2,1,0,1,1,0,1,-1,1.0,5.0
2016, Dekedda SC , Horseed S.C ,2,0,2,-2,3,1,1,1,1,1,1,1,5.0,13.0
2016, Waxool FC , Sahafi FC ,2,1,1,-1,3,1,0,0,0,0,0,1,0.0,1.0
2016, Heegan S.C , Badbaado FC ,1,0,1,-1,1,1,1,0,0,1,0,1,7.0,2.0
2016, Mogadishu City Club , Elman FC ,2,1,1,-1,5,2,0,0,0,0,4,1,11.0,5.0
2016, Jeenyo  FC , Gaadiidka FC ,1,1,0,0,3,2,2,2,2,2,0,0,9.0,9.0
2016, Sahafi FC , Dekedda SC ,1,4,-3,3,1,4,0,1,1,0,2,-1,5.0,10.0
2016, Horseed S.C , Badbaado FC ,2,0,2,-2,1,1,1,0,0,1,0,1,11.0,2.0
2016, Waxool FC , Elman FC ,0,4,-4,4,3,2,0,0,0,0,0,-1,0.0,5.0
2016, Heegan S.C , Gaadiidka FC ,0,1,-1,1,1,1,2,0,0,2,0,-1,7.0,9.0
2016, Mogadishu City Club , Jeenyo  FC ,2,0,2,-2,5,2,0,1,1,0,3,1,11.0,2.0
2016, Dekedda SC , Badbaado FC ,2,2,0,0,4,0,1,0,0,1,0,0,5.0,2.0
2016, Sahafi FC , Elman FC ,2,0,2,-2,0,2,0,1,1,0,0,1,5.0,5.0
2016, Horseed S.C , Gaadiidka FC ,0,2,-2,2,1,2,1,0,0,1,1,-1,11.0,9.0
2016, Waxool FC , Jeenyo  FC ,1,2,-1,1,2,2,0,0,0,0,0,-1,0.0,2.0
2016, Heegan S.C , Mogadishu City Club ,0,0,0,0,1,5,1,1,1,1,2,0,7.0,6.0
2016, Elman FC , Dekedda SC ,0,1,-1,1,2,3,2,1,1,2,1,-1,3.0,10.0
2016, Badbaado FC , Gaadiidka FC ,0,2,-2,2,0,2,0,0,0,0,0,-1,0.0,9.0
2016, Sahafi FC , Jeenyo  FC ,1,3,-2,2,1,2,0,1,1,0,3,-1,5.0,2.0
2016, Horseed S.C , Mogadishu City Club ,0,0,0,0,1,4,0,2,2,0,2,0,11.0,6.0
2016, Waxool FC , Heegan S.C ,0,2,-2,2,1,1,0,0,0,0,0,-1,0.0,11.0
2016, Dekedda SC , Gaadiidka FC ,1,1,0,0,3,3,1,0,0,1,2,0,5.0,9.0
2016, Elman FC , Jeenyo  FC ,1,1,0,0,2,3,0,0,0,0,3,0,3.0,2.0
2016, Badbaado FC , Mogadishu City Club ,0,6,-6,6,0,3,0,0,0,0,1,-1,0.0,6.0
2016, Sahafi FC , Heegan S.C ,0,2,-2,2,1,2,0,1,1,0,1,-1,5.0,11.0
2016, Horseed S.C , Waxool FC ,3,1,2,-2,1,1,0,0,0,0,0,1,11.0,6.0
2016, Jeenyo  FC , Dekedda SC ,3,1,2,-2,2,3,1,0,0,1,3,1,9.0,10.0
2016, Gaadiidka FC , Mogadishu City Club ,0,2,-2,2,3,3,1,1,1,1,1,-1,1.0,6.0
2016, Elman FC , Heegan S.C ,1,1,0,0,1,3,1,0,0,1,2,0,3.0,11.0
2016, Badbaado FC , Waxool FC ,1,4,-3,3,0,1,0,0,0,0,0,-1,0.0,6.0
2016, Sahafi FC , Horseed S.C ,2,3,-1,1,1,2,0,1,1,0,3,-1,5.0,13.0
2016, Dekedda SC , Mogadishu City Club ,1,1,0,0,2,3,0,1,1,0,1,0,5.0,6.0
2016, Jeenyo  FC , Heegan S.C ,2,2,0,0,3,2,0,1,1,0,2,0,9.0,11.0
2016, Gaadiidka FC , Waxool FC ,2,1,1,-1,3,1,0,0,0,0,0,1,1.0,6.0
2016, Elman FC , Horseed S.C ,0,3,-3,3,1,3,2,0,0,2,2,-1,3.0,13.0
2016, Badbaado FC , Sahafi FC ,2,3,-1,1,0,1,0,2,2,0,0,-1,0.0,1.0
2016, Heegan S.C , Dekedda SC ,3,0,3,-3,2,1,1,1,1,1,1,1,7.0,10.0
2016, Waxool FC , Mogadishu City Club ,1,2,-1,1,1,2,0,1,1,0,0,-1,0.0,6.0
2016, Horseed S.C , Jeenyo  FC ,1,3,-2,2,3,3,0,2,2,0,2,-1,11.0,2.0
2016, Sahafi FC , Gaadiidka FC ,1,1,0,0,2,3,0,1,1,0,1,0,5.0,9.0
2016, Badbaado FC , Elman FC ,1,2,-1,1,0,0,0,1,1,0,1,-1,0.0,5.0
2016, Dekedda SC , Waxool FC ,2,1,1,-1,1,1,0,0,0,0,1,1,5.0,6.0
2016, Horseed S.C , Heegan S.C ,1,2,-1,1,3,3,1,3,3,1,3,-1,11.0,11.0
2016, Sahafi FC , Mogadishu City Club ,0,6,-6,6,1,3,0,3,3,0,2,-1,5.0,6.0
2016, Badbaado FC , Jeenyo  FC ,0,7,-7,7,0,3,0,2,2,0,0,-1,0.0,2.0
2016, Elman FC , Gaadiidka FC ,0,1,-1,1,1,2,1,0,0,1,1,-1,3.0,9.0
2016, Horseed S.C , Dekedda SC ,2,2,0,0,3,1,1,2,2,1,1,0,11.0,10.0
2016, Sahafi FC , Waxool FC ,1,1,0,0,1,1,0,1,1,0,0,0,5.0,6.0
2016, Badbaado FC , Heegan S.C ,1,8,-7,7,0,3,0,2,2,0,0,-1,0.0,11.0
2016, Elman FC , Mogadishu City Club ,1,1,0,0,1,4,0,1,1,0,4,0,3.0,6.0
2016, Gaadiidka FC , Jeenyo  FC ,1,2,-1,1,2,3,2,2,2,2,1,-1,1.0,2.0
2016, Dekedda SC , Sahafi FC ,4,1,3,-3,1,1,1,0,0,1,2,1,5.0,1.0
2016, Badbaado FC , Horseed S.C ,2,3,-1,1,0,2,0,2,2,0,0,-1,0.0,13.0
2016, Elman FC , Waxool FC ,3,0,3,-3,1,1,0,0,0,0,0,1,3.0,6.0
2016, Gaadiidka FC , Heegan S.C ,0,0,0,0,2,3,0,2,2,0,0,0,1.0,11.0
2016, Jeenyo  FC , Mogadishu City Club ,2,3,-1,1,4,3,1,1,1,1,3,-1,9.0,6.0
2016, Badbaado FC , Dekedda SC ,0,2,-2,2,0,2,0,1,1,0,1,-1,0.0,10.0
2016, Elman FC , Sahafi FC ,2,1,1,-1,2,1,1,1,1,1,0,1,3.0,1.0
2016, Gaadiidka FC , Horseed S.C ,0,0,0,0,2,2,0,1,1,0,1,0,1.0,13.0
2016, Jeenyo  FC , Waxool FC ,4,1,3,-3,3,0,0,0,0,0,0,1,9.0,6.0
2016, Mogadishu City Club , Heegan S.C ,1,1,0,0,3,3,1,1,1,1,3,0,11.0,11.0
2016, Dekedda SC , Elman FC ,3,0,3,-3,3,3,1,2,2,1,1,1,5.0,5.0
2016, Gaadiidka FC , Badbaado FC ,2,0,2,-2,1,0,0,0,0,0,0,1,1.0,2.0
2016, Jeenyo  FC , Sahafi FC ,1,0,1,-1,4,0,1,0,0,1,3,1,9.0,1.0
2016, Mogadishu City Club , Horseed S.C ,2,0,2,-2,3,1,2,0,0,2,3,1,11.0,13.0
2016, Heegan S.C , Waxool FC ,4,1,3,-3,3,0,0,0,0,0,0,1,7.0,6.0
2016, Gaadiidka FC , Dekedda SC ,0,1,-1,1,2,4,0,1,1,0,3,-1,1.0,10.0
2016, Jeenyo  FC , Elman FC ,0,0,0,0,4,2,0,0,0,0,4,0,9.0,5.0
2016, Mogadishu City Club , Badbaado FC ,4,0,4,-4,3,0,0,0,0,0,1,1,11.0,2.0
2016, Heegan S.C , Sahafi FC ,2,2,0,0,3,0,1,0,0,1,1,0,7.0,1.0
2016, Waxool FC , Horseed S.C ,2,1,1,-1,0,1,0,1,1,0,0,1,0.0,13.0
2016, Dekedda SC , Jeenyo  FC ,1,0,1,-1,4,3,0,2,2,0,3,1,5.0,2.0
2016, Mogadishu City Club , Gaadiidka FC ,2,1,1,-1,3,1,1,1,1,1,1,1,11.0,9.0
2016, Heegan S.C , Elman FC ,0,0,0,0,2,2,0,1,1,0,3,0,7.0,5.0
2016, Waxool FC , Badbaado FC ,1,1,0,0,1,0,0,0,0,0,0,0,0.0,2.0
2016, Horseed S.C , Sahafi FC ,2,1,1,-1,1,0,1,0,0,1,3,1,11.0,1.0
2016, Mogadishu City Club , Dekedda SC ,0,0,0,0,4,5,1,0,0,1,2,0,11.0,10.0
2016, Heegan S.C , Jeenyo  FC ,1,1,0,0,1,2,1,0,0,1,3,0,7.0,2.0
2016, Waxool FC , Gaadiidka FC ,3,2,1,-1,1,1,0,1,1,0,0,1,0.0,9.0
2016, Horseed S.C , Elman FC ,2,0,2,-2,2,2,0,2,2,0,2,1,11.0,5.0
2016, Sahafi FC , Badbaado FC ,12,1,11,-11,0,0,2,0,0,2,0,1,5.0,2.0
2016, Heegan S.C , Elman FC ,0,2,-2,2,1,1,0,1,1,0,4,-1,7.0,5.0
2016, Gaadiidka FC , Jeenyo  FC ,2,2,0,0,1,2,2,2,2,2,1,0,1.0,2.0
2016, Jazeera SC , Mogadishu City Club ,1,3,-2,2,3,3,0,0,0,0,0,-1,3.0,6.0
2016, Bariga Dhexe , Dekedda SC ,1,3,-2,2,4,4,0,0,0,0,0,-1,0.0,10.0
2016, Horseed S.C , Waxool FC ,2,1,1,-1,2,2,1,1,1,1,0,1,11.0,6.0
2016, Jeenyo  FC , Heegan S.C ,1,1,0,0,1,1,0,1,1,0,4,0,9.0,11.0
2016, Elman FC , Mogadishu City Club ,1,2,-1,1,1,4,0,1,1,0,5,-1,3.0,6.0
2016, Gaadiidka FC , Dekedda SC ,1,1,0,0,1,4,0,1,1,0,3,0,1.0,10.0
2016, Jazeera SC , Waxool FC ,1,4,-3,3,3,2,0,0,0,0,1,-1,3.0,6.0
2016, Bariga Dhexe , Horseed S.C ,1,1,0,0,3,3,0,0,0,0,0,0,0.0,13.0
2017, Heegan S.C , Mogadishu City Club ,0,0,0,0,0,4,1,1,1,1,4,0,7.0,6.0
2017, Jeenyo  FC , Dekedda SC ,2,2,0,0,0,3,2,1,1,2,3,0,9.0,10.0
2017, Elman FC , Waxool FC ,5,2,3,-3,1,3,1,0,0,1,0,1,3.0,6.0
2017, Gaadiidka FC , Horseed S.C ,1,1,0,0,0,3,0,1,1,0,2,0,1.0,13.0
2017, Jazeera SC , Bariga Dhexe ,0,2,-2,2,2,2,0,1,1,0,0,-1,3.0,4.0
2017, Dekedda SC , Heegan S.C ,1,1,0,0,2,0,1,2,2,1,1,0,5.0,11.0
2017, Mogadishu City Club , Waxool FC ,3,0,3,-3,3,2,1,0,0,1,0,1,11.0,6.0
2017, Jeenyo  FC , Horseed S.C ,1,0,1,-1,0,3,2,0,0,2,2,1,9.0,13.0
2017, Gaadiidka FC , Jazeera SC ,7,0,7,-7,0,1,0,0,0,0,0,1,1.0,1.0
2017, Elman FC , Bariga Dhexe ,4,0,4,-4,2,2,0,0,0,0,0,1,3.0,4.0
2017, Heegan S.C , Waxool FC ,2,0,2,-2,0,2,1,0,0,1,0,1,7.0,6.0
2017, Dekedda SC , Horseed S.C ,1,2,-1,1,1,2,2,1,1,2,2,-1,5.0,13.0
2017, Mogadishu City Club , Bariga Dhexe ,5,1,4,-4,3,1,0,0,0,0,0,1,11.0,4.0
2017, Jeenyo  FC , Jazeera SC ,2,2,0,0,1,0,0,0,0,0,0,0,9.0,1.0
2017, Horseed S.C , Heegan S.C ,2,1,1,-1,2,1,1,3,3,1,3,1,11.0,11.0
2017, Elman FC , Gaadiidka FC ,3,1,2,-2,3,1,1,0,0,1,1,1,3.0,9.0
2017, Dekedda SC , Jazeera SC ,6,0,6,-6,1,0,0,0,0,0,0,1,5.0,1.0
2017, Waxool FC , Bariga Dhexe ,0,1,-1,1,1,1,1,0,0,1,1,-1,0.0,4.0
2017, Mogadishu City Club , Gaadiidka FC ,2,1,1,-1,4,1,2,1,1,2,1,1,11.0,9.0
2017, Jeenyo  FC , Elman FC ,1,1,0,0,1,4,0,0,0,0,5,0,9.0,5.0
2017, Horseed S.C , Jazeera SC ,2,0,2,-2,2,0,0,0,0,0,0,1,11.0,1.0
2017, Heegan S.C , Bariga Dhexe ,1,2,-1,1,1,2,0,0,0,0,0,-1,7.0,4.0
2017, Dekedda SC , Elman FC ,0,0,0,0,1,3,2,2,2,2,1,0,5.0,5.0
2017, Waxool FC , Gaadiidka FC ,0,4,-4,4,1,1,1,1,1,1,0,-1,0.0,9.0
2017, Mogadishu City Club , Jeenyo  FC ,2,2,0,0,4,1,1,1,1,1,3,0,11.0,2.0
2017, Jazeera SC , Heegan S.C ,1,2,-1,1,0,1,0,0,0,0,0,-1,3.0,11.0
2017, Bariga Dhexe , Gaadiidka FC ,0,6,-6,6,3,2,0,0,0,0,0,-1,0.0,9.0
2017, Horseed S.C , Elman FC ,1,1,0,0,3,3,1,2,2,1,2,0,11.0,5.0
2017, Waxool FC , Jeenyo  FC ,0,5,-5,5,0,1,0,1,1,0,0,-1,0.0,2.0
2017, Dekedda SC , Mogadishu City Club ,1,0,1,-1,1,3,0,1,1,0,3,1,5.0,6.0
2017, Jazeera SC , Elman FC ,0,7,-7,7,0,2,0,0,0,0,0,-1,3.0,5.0
2017, Heegan S.C , Gaadiidka FC ,1,0,1,-1,2,3,2,0,0,2,1,1,7.0,9.0
2017, Bariga Dhexe , Jeenyo  FC ,1,5,-4,4,2,2,0,0,0,0,0,-1,0.0,2.0
2017, Horseed S.C , Mogadishu City Club ,0,3,-3,3,3,3,0,3,3,0,3,-1,11.0,6.0
2017, Waxool FC , Dekedda SC ,1,7,-6,6,0,2,0,1,1,0,1,-1,0.0,10.0
