Season,Home_Team,Away_Team,Home_Score,Away_Score,Home_Goal_Diff,Away_Goal_Diff,Result,Home_Last_5_Wins,Away_Last_5_Wins,H2H_Home_Wins,H2H_Home_Losses,H2H_Away_Wins,H2H_Away_Losses,H2H_Draws,Home_Team_Avg_Goals_Scored,Home_Team_Avg_Goals_Conceded,Away_Team_Avg_Goals_Scored,Away_Team_Avg_Goals_Conceded,Result_Encoded,Home_Team_Recent_Form,Away_Team_Recent_Form,H2H_Home_Win_Ratio,H2H_Away_Win_Ratio,Goal_Difference
2013, Jazeera SC , Gasko FC ,1,0,1,-1,Win,1,0,0,0,0,0,0,1.205128205128205,2.230769230769231,0.8571428571428571,2.357142857142857,1.0,1.0,4.0,,,1
2013, Gantaalaha Afgooye FC , Madbacadda FC ,1,0,1,-1,Win,0,1,0,0,0,0,0,0.7142857142857143,1.0,0.9166666666666666,1.5833333333333333,1.0,1.0,2.0,,,1
2013, Midnimo FC , Raadsan FC ,1,2,-1,1,Loss,1,2,0,0,0,0,0,1.4857142857142858,1.3714285714285714,1.59375,1.46875,,1.0,0.0,,,-1
2013, Badbaado FC , SomaliFruit FC ,0,5,-5,5,Loss,0,1,0,0,0,0,0,0.6521739130434783,2.9565217391304346,1.3333333333333333,1.6666666666666667,,0.0,1.0,,,-5
2013, Jamhuuriya FC , Waxool FC ,1,1,0,0,Draw,1,1,0,0,0,0,0,2.2666666666666666,1.2,1.4285714285714286,1.8571428571428572,0.0,1.0,0.0,,,0
2013, Ummah Hospital , Sahafi FC ,3,1,2,-2,Win,2,2,0,0,0,0,0,2.142857142857143,1.4285714285714286,1.34375,1.34375,1.0,3.0,3.0,,,2
2013, Geeska Afrika FC , Bariga Dhexe ,0,2,-2,2,Loss,2,2,0,0,0,0,0,1.0434782608695652,2.9130434782608696,1.1764705882352942,1.411764705882353,,2.0,,,,-2
2013, Albeder , Madbacadda FC ,0,1,-1,1,Loss,1,1,0,0,0,0,0,1.0,1.5714285714285714,0.9166666666666666,1.5833333333333333,,1.0,2.0,,,-1
2013, , Raadsan FC ,0,1,-1,1,Loss,1,3,0,0,0,0,0,1.05,2.75,1.59375,1.46875,,0.0,0.0,,,-1
2013, , SomaliFruit FC ,0,0,0,0,Draw,1,2,0,0,0,0,0,1.05,2.75,1.3333333333333333,1.6666666666666667,0.0,0.0,1.0,,,0
2013, Jazeera SC , Waxool FC ,1,3,-2,2,Loss,2,1,0,0,0,0,0,1.205128205128205,2.230769230769231,1.4285714285714286,1.8571428571428572,,1.0,0.0,,,-2
2013, Gantaalaha Afgooye FC , Sahafi FC ,0,3,-3,3,Loss,1,2,0,0,0,0,0,0.7142857142857143,1.0,1.34375,1.34375,,1.0,2.0,,,-3
2013, Midnimo FC , Bariga Dhexe ,1,0,1,-1,Win,1,3,0,0,0,0,0,1.4857142857142858,1.3714285714285714,1.1764705882352942,1.411764705882353,1.0,2.0,1.0,,,1
2013, Badbaado FC , Ummah Hospital ,1,1,0,0,Draw,0,3,0,0,0,0,0,0.6521739130434783,2.9565217391304346,1.0,1.2857142857142858,0.0,0.0,0.0,,,0
2013, Jamhuuriya FC , Geeska Afrika FC ,1,1,0,0,Draw,1,2,0,0,0,0,0,2.2666666666666666,1.2,1.2173913043478262,2.5217391304347827,0.0,1.0,0.0,,,0
2013, SomaliFruit FC , Albeder ,1,1,0,0,Draw,2,1,0,0,0,0,0,1.25,1.8125,1.4285714285714286,1.5714285714285714,0.0,1.0,0.0,,,0
2013, Gasko FC , Waxool FC ,2,5,-3,3,Loss,0,2,0,0,0,0,0,1.4285714285714286,1.7142857142857142,1.4285714285714286,1.8571428571428572,,,0.0,,,-3
2013, Madbacadda FC , Sahafi FC ,1,1,0,0,Draw,2,3,0,0,0,0,0,0.8,1.72,1.34375,1.34375,0.0,0.0,2.0,,,0
2013, , Bariga Dhexe ,0,4,-4,4,Loss,1,3,0,0,0,0,0,1.05,2.75,1.1764705882352942,1.411764705882353,,0.0,1.0,,,-4
2013, , Ummah Hospital ,2,2,0,0,Draw,1,3,0,0,0,0,0,1.05,2.75,1.0,1.2857142857142858,0.0,0.0,0.0,,,0
2013, Jazeera SC , Geeska Afrika FC ,1,1,0,0,Draw,2,2,0,0,0,0,0,1.205128205128205,2.230769230769231,1.2173913043478262,2.5217391304347827,0.0,1.0,0.0,,,0
2013, Gantaalaha Afgooye FC , Badbaado FC ,0,2,-2,2,Loss,1,0,0,0,0,0,0,0.7142857142857143,1.0,0.8260869565217391,2.4347826086956523,,1.0,3.0,,,-2
2013, Midnimo FC , Jamhuuriya FC ,1,1,0,0,Draw,2,1,0,0,0,0,0,1.4857142857142858,1.3714285714285714,1.6153846153846154,2.0,0.0,2.0,0.0,,,0
2013, Albeder , Sahafi FC ,0,3,-3,3,Loss,1,2,0,0,0,0,0,1.0,1.5714285714285714,1.34375,1.34375,,1.0,2.0,,,-3
2013, Raadsan FC , Bariga Dhexe ,1,2,-1,1,Loss,4,3,0,0,0,0,0,1.7407407407407407,1.4074074074074074,1.1764705882352942,1.411764705882353,,1.0,1.0,,,-1
2013, SomaliFruit FC , Ummah Hospital ,1,1,0,0,Draw,1,3,0,0,0,0,0,1.25,1.8125,1.0,1.2857142857142858,0.0,1.0,0.0,,,0
2013, Gasko FC , Geeska Afrika FC ,4,2,2,-2,Win,0,1,0,0,0,0,0,1.4285714285714286,1.7142857142857142,1.2173913043478262,2.5217391304347827,1.0,1.0,1.0,,,2
2013, Madbacadda FC , Badbaado FC ,1,2,-1,1,Loss,2,1,0,0,0,0,0,0.8,1.72,0.8260869565217391,2.4347826086956523,,0.0,2.0,,,-1
2013, , Jamhuuriya FC ,1,2,-1,1,Loss,0,1,0,0,0,0,0,1.05,2.75,1.6153846153846154,2.0,,0.0,0.0,,,-1
2013, , Gantaalaha Afgooye FC ,1,1,0,0,Draw,0,1,0,0,0,0,0,1.05,2.75,1.2857142857142858,1.8571428571428572,0.0,0.0,3.0,,,0
2013, Waxool FC , Geeska Afrika FC ,1,1,0,0,Draw,2,0,0,0,0,0,0,1.1142857142857143,2.142857142857143,1.2173913043478262,2.5217391304347827,0.0,1.0,1.0,,,0
2013, Raadsan FC , Jamhuuriya FC ,0,2,-2,2,Loss,3,2,0,0,0,0,0,1.7407407407407407,1.4074074074074074,1.6153846153846154,2.0,,1.0,0.0,,,-2
2013, Gasko FC , Midnimo FC ,0,0,0,0,Draw,1,2,0,0,0,0,0,1.4285714285714286,1.7142857142857142,1.4878048780487805,1.2682926829268293,0.0,1.0,1.0,,,0
2013, , Jazeera SC ,0,3,-3,3,Loss,0,2,0,0,0,0,0,1.05,2.75,1.605263157894737,2.0789473684210527,,0.0,1.0,,,-3
2013, Bariga Dhexe , Jamhuuriya FC ,0,1,-1,1,Loss,3,2,0,0,0,0,0,2.0,2.176470588235294,1.6153846153846154,2.0,,2.0,0.0,,,-1
2013, Waxool FC , Midnimo FC ,3,0,3,-3,Win,2,2,0,0,0,0,0,1.1142857142857143,2.142857142857143,1.4878048780487805,1.2682926829268293,1.0,2.0,2.0,,,3
2013, Raadsan FC , Jazeera SC ,3,2,1,-1,Win,3,3,0,0,0,0,0,1.7407407407407407,1.4074074074074074,1.605263157894737,2.0789473684210527,1.0,2.0,2.0,,,1
2013, Gasko FC , ,4,1,3,-3,Win,1,0,0,0,0,0,0,1.4285714285714286,1.7142857142857142,0.7272727272727273,2.9545454545454546,1.0,2.0,3.0,,,3
2013, Jazeera SC , Midnimo FC ,2,1,1,-1,Win,2,1,0,0,0,0,0,1.205128205128205,2.230769230769231,1.4878048780487805,1.2682926829268293,1.0,2.0,3.0,,,1
2013, Midnimo FC , Geeska Afrika FC ,2,1,1,-1,Win,1,0,0,1,1,0,0,1.4857142857142858,1.3714285714285714,1.2173913043478262,2.5217391304347827,1.0,3.0,2.0,0.0,1.0,1
2013, Ummah Hospital , Albeder ,2,2,0,0,Draw,2,1,0,0,0,0,1,2.142857142857143,1.4285714285714286,1.4285714285714286,1.5714285714285714,0.0,3.0,0.0,0.0,0.0,0
2013, Jazeera SC , Bariga Dhexe ,0,3,-3,3,Loss,2,3,0,1,1,0,0,1.205128205128205,2.230769230769231,1.1764705882352942,1.411764705882353,,2.0,1.0,0.0,1.0,-3
2013, Badbaado FC , Sahafi FC ,0,2,-2,2,Loss,2,3,0,2,2,0,0,0.6521739130434783,2.9565217391304346,1.34375,1.34375,,0.0,1.0,0.0,1.0,-2
2013, , Waxool FC ,1,4,-3,3,Loss,0,3,0,1,1,0,0,1.05,2.75,1.4285714285714286,1.8571428571428572,,0.0,0.0,0.0,1.0,-3
2013, Gantaalaha Afgooye FC , SomaliFruit FC ,1,0,1,-1,Win,1,1,0,1,1,0,0,0.7142857142857143,1.0,1.3333333333333333,1.6666666666666667,1.0,2.0,2.0,0.0,1.0,1
2013, Gasko FC , Raadsan FC ,2,1,1,-1,Win,2,3,0,1,1,0,0,1.4285714285714286,1.7142857142857142,1.59375,1.46875,1.0,3.0,1.0,0.0,1.0,1
2013, , Madbacadda FC ,2,1,1,-1,Win,0,1,0,0,0,0,1,1.05,2.75,0.9166666666666666,1.5833333333333333,1.0,1.0,3.0,0.0,0.0,1
2013, Jazeera SC , Jamhuuriya FC ,3,2,1,-1,Win,2,3,0,0,0,0,0,1.205128205128205,2.230769230769231,1.6153846153846154,2.0,1.0,2.0,1.0,,,1
2013, Albeder , Badbaado FC ,1,1,0,0,Draw,0,2,0,0,0,0,1,1.0,1.5714285714285714,0.8260869565217391,2.4347826086956523,0.0,1.0,2.0,0.0,0.0,0
2013, , Geeska Afrika FC ,2,2,0,0,Draw,1,0,0,1,1,0,0,1.05,2.75,1.2173913043478262,2.5217391304347827,0.0,1.0,2.0,0.0,1.0,0
2013, Gantaalaha Afgooye FC , Ummah Hospital ,1,1,0,0,Draw,2,1,0,1,1,0,0,0.7142857142857143,1.0,1.0,1.2857142857142858,0.0,2.0,0.0,0.0,1.0,0
2013, Gasko FC , Bariga Dhexe ,0,0,0,0,Draw,3,3,0,1,1,0,0,1.4285714285714286,1.7142857142857142,1.1764705882352942,1.411764705882353,0.0,3.0,1.0,0.0,1.0,0
2013, , Sahafi FC ,1,3,-2,2,Loss,1,3,0,0,0,0,1,1.05,2.75,1.34375,1.34375,,1.0,0.0,0.0,0.0,-2
2013, Raadsan FC , Waxool FC ,2,1,1,-1,Win,2,4,0,0,0,0,1,1.7407407407407407,1.4074074074074074,1.4285714285714286,1.8571428571428572,1.0,3.0,1.0,0.0,0.0,1
