Season,Date,Home_Team,Away_Team,Home_Score,Away_Score,Home_Goal_Diff,Away_Goal_Diff,Result,Home_Last_5_Wins,Away_Last_5_Wins
2018,2018-04-25, Waxool FC , Jeenyo  FC ,1,2,-1,1,Loss,2,1
2018,2018-04-26, Gaadiidka FC , Mogadishu City Club ,1,2,-1,1,Loss,1,3
2018,2018-04-27, Batroolka FC , Elman FC ,2,2,0,0,Draw,0,2
2018,2018-04-28, Jeenyo  FC , Mogadishu City Club ,1,2,-1,1,Loss,1,3
2018,2018-04-29, Heegan S.C , Horseed S.C ,1,0,1,-1,Win,3,1
2018,2018-04-30, Gaadiidka FC , Elman FC ,2,2,0,0,Draw,1,2
2018,2018-05-01, Batroolka FC , Madbacadda FC ,1,4,-3,3,Loss,0,1
2018,2018-05-02, Dekedda SC , Heegan S.C ,1,1,0,0,Draw,2,4
2018,2018-05-03, Waxool FC , Gaadiidka FC ,1,3,-2,2,Loss,2,1
2018,2018-05-04, Elman FC , Jeenyo  FC ,2,1,1,-1,Win,1,1
2018,2018-05-05, Madbacadda FC , Dekedda SC ,0,5,-5,5,Loss,2,1
2018,2018-05-06, Waxool FC , Horseed S.C ,1,4,-3,3,Loss,2,1
2018,2018-05-08, Gaadiidka FC , Madbacadda FC ,4,1,3,-3,Win,1,1
2018,2018-05-09, Batroolka FC , Dekedda SC ,1,6,-5,5,Loss,0,2
2018,2018-05-10, Elman FC , Horseed S.C ,2,3,-1,1,Loss,1,1
2018,2018-05-11, Waxool FC , Heegan S.C ,0,7,-7,7,Loss,2,4
2019,2019-02-07, Dekedda SC , Gaadiidka FC ,1,1,0,0,Draw,2,2
2019,2019-02-08, Jeenyo  FC , Mogadishu City Club ,1,0,1,-1,Win,1,3
2019,2019-02-11, Heegan S.C , Madbacadda FC ,1,0,1,-1,Win,4,1
2019,2019-02-12, Jazeera SC , Midnimo FC ,0,1,-1,1,Loss,0,4
2019,2019-02-13, Horseed S.C , Elman FC ,0,0,0,0,Draw,2,1
2019,2019-02-14, Jeenyo  FC , Dekedda SC ,2,8,-6,6,Loss,2,2
2019,2019-02-15, Gaadiidka FC , Madbacadda FC ,0,0,0,0,Draw,2,1
2019,2019-02-18, Mogadishu City Club , Midnimo FC ,1,1,0,0,Draw,3,5
2019,2019-02-19, Heegan S.C , Elman FC ,1,3,-2,2,Loss,4,1
2019,2019-02-20, Jazeera SC , Horseed S.C ,1,1,0,0,Draw,0,2
2019,2019-02-21, Dekedda SC , Madbacadda FC ,1,0,1,-1,Win,3,1
2019,2019-02-22, Jeenyo  FC , Midnimo FC ,0,1,-1,1,Loss,2,4
2019,2019-02-25, Gaadiidka FC , Elman FC ,1,3,-2,2,Loss,2,2
2019,2019-02-26, Mogadishu City Club , Horseed S.C ,1,2,-1,1,Loss,3,2
2019,2019-02-27, Heegan S.C , Jazeera SC ,3,0,3,-3,Win,3,0
2019,2019-02-28, Midnimo FC , Dekedda SC ,0,2,-2,2,Loss,4,4
2019,2019-03-01, Madbacadda FC , Elman FC ,1,0,1,-1,Win,0,3
2019,2019-03-03, Jeenyo  FC , Horseed S.C ,0,4,-4,4,Loss,1,3
2019,2019-03-05, Gaadiidka FC , Jazeera SC ,0,1,-1,1,Loss,2,0
2019,2019-03-06, Mogadishu City Club , Heegan S.C ,1,0,1,-1,Win,2,3
2019,2019-03-07, Dekedda SC , Elman FC ,1,0,1,-1,Win,4,2
2019,2019-03-08, Midnimo FC , Horseed S.C ,0,2,-2,2,Loss,3,3
2019,2019-03-11, Madbacadda FC , Jazeera SC ,1,2,-1,1,Loss,1,1
2019,2019-03-12, Jeenyo  FC , Heegan S.C ,0,2,-2,2,Loss,1,3
2019,2019-03-13, Gaadiidka FC , Mogadishu City Club ,1,2,-1,1,Loss,1,2
2019,2019-03-14, Horseed S.C , Dekedda SC ,1,0,1,-1,Win,3,4
2019,2019-03-15, Elman FC , Jazeera SC ,3,2,1,-1,Win,2,2
2019,2019-03-18, Midnimo FC , Heegan S.C ,1,3,-2,2,Loss,2,3
2019,2019-03-19, Madbacadda FC , Mogadishu City Club ,1,4,-3,3,Loss,1,2
2019,2019-03-20, Jeenyo  FC , Gaadiidka FC ,2,4,-2,2,Loss,1,0
2019,2019-03-21, Dekedda SC , Jazeera SC ,2,1,1,-1,Win,4,2
2019,2019-03-22, Horseed S.C , Heegan S.C ,0,1,-1,1,Loss,4,3
2019,2019-03-25, Elman FC , Mogadishu City Club ,1,1,0,0,Draw,3,3
2019,2019-03-26, Midnimo FC , Gaadiidka FC ,0,2,-2,2,Loss,1,1
2019,2019-03-27, Madbacadda FC , Jeenyo  FC ,2,1,1,-1,Win,1,0
2019,2019-03-28, Heegan S.C , Dekedda SC ,1,1,0,0,Draw,4,4
2019,2019-03-29, Jazeera SC , Mogadishu City Club ,2,5,-3,3,Loss,2,3
2019,2019-04-01, Horseed S.C , Gaadiidka FC ,6,0,6,-6,Win,4,2
2019,2019-04-02, Elman FC , Jeenyo  FC ,3,1,2,-2,Win,2,0
2019,2019-04-03, Midnimo FC , Madbacadda FC ,1,0,1,-1,Win,1,2
2019,2019-04-04, Dekedda SC , Mogadishu City Club ,1,0,1,-1,Win,3,4
2019,2019-04-04, Heegan S.C , Gaadiidka FC ,4,0,4,-4,Win,3,2
2019,2019-04-08, Jeenyo  FC , Jazeera SC ,0,1,-1,1,Loss,0,2
2019,2019-04-09, Horseed S.C , Madbacadda FC ,4,0,4,-4,Win,4,2
2019,2019-04-10, Elman FC , Midnimo FC ,1,2,-1,1,Loss,2,1
2019,2019-04-22, Gaadiidka FC , Dekedda SC ,0,4,-4,4,Loss,2,3
2019,2019-04-23, Jeenyo  FC , Mogadishu City Club ,0,4,-4,4,Loss,0,3
2019,2019-04-24, Madbacadda FC , Heegan S.C ,3,4,-1,1,Loss,1,4
2019,2019-04-25, Midnimo FC , Jazeera SC ,2,2,0,0,Draw,2,2
2019,2019-04-26, Elman FC , Horseed S.C ,2,1,1,-1,Win,2,4
2019,2019-04-29, Dekedda SC , Jeenyo  FC ,4,1,3,-3,Win,3,0
2019,2019-04-30, Madbacadda FC , Gaadiidka FC ,0,2,-2,2,Loss,1,2
2019,2019-05-02, Elman FC , Heegan S.C ,2,1,1,-1,Win,3,4
2019,2019-05-03, Horseed S.C , Jazeera SC ,3,1,2,-2,Win,3,1
2019,2019-06-07, Madbacadda FC , Dekedda SC ,0,2,-2,2,Loss,1,4
2019,2019-06-08, Midnimo FC , Jeenyo  FC ,0,0,0,0,Draw,2,0
2019,2019-06-09, Elman FC , Gaadiidka FC ,3,1,2,-2,Win,3,2
2019,2019-06-10, Horseed S.C , Mogadishu City Club ,1,0,1,-1,Win,3,3
2019,2019-06-11, Jazeera SC , Heegan S.C ,0,0,0,0,Draw,1,3
2019,2019-06-12, Elman FC , Madbacadda FC ,1,1,0,0,Draw,4,0
2019,2019-06-12, Dekedda SC , Midnimo FC ,1,0,1,-1,Win,4,2
2019,2019-06-13, Horseed S.C , Jeenyo  FC ,3,0,3,-3,Win,4,0
2019,2019-06-13, Jazeera SC , Gaadiidka FC ,2,2,0,0,Draw,1,1
2019,2019-06-14, Heegan S.C , Mogadishu City Club ,0,0,0,0,Draw,2,2
2019,2019-06-15, Elman FC , Dekedda SC ,2,0,2,-2,Win,3,5
2019,2019-06-15, Horseed S.C , Midnimo FC ,3,0,3,-3,Win,4,2
2019,2019-06-17, Jazeera SC , Madbacadda FC ,0,0,0,0,Draw,1,0
2019,2019-06-18, Heegan S.C , Jeenyo  FC ,1,1,0,0,Draw,2,0
2019,2019-06-19, Mogadishu City Club , Gaadiidka FC ,1,0,1,-1,Win,2,1
2019,2019-06-20, Dekedda SC , Horseed S.C ,1,1,0,0,Draw,4,4
2019,2019-06-20, Jazeera SC , Elman FC ,2,2,0,0,Draw,0,4
2019,2019-06-21, Heegan S.C , Midnimo FC ,2,0,2,-2,Win,1,1
2019,2019-06-21, Mogadishu City Club , Madbacadda FC ,0,0,0,0,Draw,2,0
2019,2019-06-22, Gaadiidka FC , Jeenyo  FC ,2,1,1,-1,Win,1,0
2019,2019-06-24, Jazeera SC , Dekedda SC ,1,4,-3,3,Loss,0,3
2019,2019-06-25, Heegan S.C , Horseed S.C ,1,1,0,0,Draw,1,4
2019,2019-06-26, Mogadishu City Club , Elman FC ,2,2,0,0,Draw,2,3
2019,2019-06-27, Gaadiidka FC , Midnimo FC ,1,0,1,-1,Win,2,0
2019,2019-06-28, Jeenyo  FC , Madbacadda FC ,2,4,-2,2,Loss,0,0
2019,2019-06-29, Dekedda SC , Heegan S.C ,1,0,1,-1,Win,3,1
2019,2019-06-30, Mogadishu City Club , Jazeera SC ,4,5,-1,1,Loss,1,0
2019,2019-07-01, Gaadiidka FC , Horseed S.C ,0,3,-3,3,Loss,2,3
2019,2019-07-01, Jeenyo  FC , Elman FC ,2,6,-4,4,Loss,0,2
2019,2019-07-02, Madbacadda FC , Midnimo FC ,0,1,-1,1,Loss,1,0
2019,2019-07-02, Mogadishu City Club , Dekedda SC ,2,3,-1,1,Loss,1,3
2019,2019-07-03, Gaadiidka FC , Heegan S.C ,0,1,-1,1,Loss,2,1
2019,2019-07-03, Jeenyo  FC , Jazeera SC ,2,4,-2,2,Loss,0,1
2019,2019-07-04, Madbacadda FC , Horseed S.C ,0,3,-3,3,Loss,1,3
2019,2019-07-04, Midnimo FC , Elman FC ,0,0,0,0,Draw,1,2
2019,2019-12-26, Dekedda SC , Midnimo FC ,1,1,0,0,Draw,3,1
2019,2019-12-26, Raadsan FC , Gaadiidka FC ,3,0,3,-3,Win,4,2
2019,2019-12-28, Mogadishu City Club , Rajo FC ,1,2,-1,1,Loss,1,0
2019,2019-12-28, Elman FC , Heegan S.C ,1,1,0,0,Draw,2,2
2019,2019-12-30, Horseed S.C , Jazeera SC ,1,1,0,0,Draw,3,2
2020,2020-01-01, Gaadiidka FC , Dekedda SC ,0,1,-1,1,Loss,2,3
2020,2020-01-02, Midnimo FC , Heegan S.C ,0,2,-2,2,Loss,1,2
2020,2020-01-03, Raadsan FC , Rajo FC ,2,2,0,0,Draw,4,1
2020,2020-01-06, Elman FC , Jazeera SC ,4,1,3,-3,Win,1,2
2020,2020-01-07, Mogadishu City Club , Horseed S.C ,0,0,0,0,Draw,0,2
2020,2020-01-08, Dekedda SC , Heegan S.C ,2,1,1,-1,Win,4,2
2020,2020-01-09, Gaadiidka FC , Rajo FC ,3,1,2,-2,Win,1,1
2020,2020-01-10, Midnimo FC , Jazeera SC ,3,0,3,-3,Win,1,2
2020,2020-01-13, Raadsan FC , Horseed S.C ,2,4,-2,2,Loss,3,2
2020,2020-01-14, Elman FC , Mogadishu City Club ,1,1,0,0,Draw,2,0
2020,2020-01-15, Rajo FC , Dekedda SC ,0,2,-2,2,Loss,1,4
2020,2020-01-16, Heegan S.C , Jazeera SC ,2,0,2,-2,Win,2,2
2020,2020-01-17, Gaadiidka FC , Horseed S.C ,0,1,-1,1,Loss,1,3
2020,2020-01-20, Midnimo FC , Mogadishu City Club ,0,4,-4,4,Loss,2,0
2020,2020-01-21, Raadsan FC , Elman FC ,2,3,-1,1,Loss,3,2
2020,2020-01-22, Dekedda SC , Jazeera SC ,2,1,1,-1,Win,4,1
2020,2020-01-23, Rajo FC , Horseed S.C ,0,2,-2,2,Loss,1,3
2020,2020-01-24, Heegan S.C , Mogadishu City Club ,0,3,-3,3,Loss,3,1
2020,2020-01-27, Gaadiidka FC , Elman FC ,1,3,-2,2,Loss,1,2
2020,2020-01-28, Midnimo FC , Raadsan FC ,0,3,-3,3,Loss,1,2
2020,2020-01-29, Horseed S.C , Dekedda SC ,0,0,0,0,Draw,3,4
2020,2020-01-30, Jazeera SC , Mogadishu City Club ,1,3,-2,2,Loss,0,2
2020,2020-01-31, Rajo FC , Elman FC ,1,6,-5,5,Loss,1,3
2020,2020-02-03, Heegan S.C , Raadsan FC ,2,1,1,-1,Win,2,2
2020,2020-02-04, Gaadiidka FC , Midnimo FC ,0,2,-2,2,Loss,1,1
2020,2020-02-05, Dekedda SC , Mogadishu City Club ,0,5,-5,5,Loss,4,3
2020,2020-02-06, Horseed S.C , Elman FC ,2,3,-1,1,Loss,3,4
2020,2020-02-07, Jazeera SC , Raadsan FC ,2,2,0,0,Draw,0,1
2020,2020-02-10, Rajo FC , Midnimo FC ,1,1,0,0,Draw,0,2
2020,2020-02-11, Heegan S.C , Gaadiidka FC ,1,1,0,0,Draw,3,1
2020,2020-02-12, Elman FC , Dekedda SC ,0,1,-1,1,Loss,4,3
2020,2020-02-13, Mogadishu City Club , Raadsan FC ,2,3,-1,1,Loss,4,1
2020,2020-02-14, Horseed S.C , Midnimo FC ,1,0,1,-1,Win,3,2
2020,2020-02-17, Jazeera SC , Gaadiidka FC ,1,1,0,0,Draw,0,1
2020,2020-02-18, Rajo FC , Heegan S.C ,1,2,-1,1,Loss,0,2
2020,2020-02-19, Dekedda SC , Raadsan FC ,1,0,1,-1,Win,3,2
2020,2020-02-20, Elman FC , Midnimo FC ,1,1,0,0,Draw,4,1
2020,2020-02-21, Mogadishu City Club , Gaadiidka FC ,3,0,3,-3,Win,4,0
2020,2020-02-24, Horseed S.C , Heegan S.C ,1,0,1,-1,Win,3,3
2020,2020-02-25, Jazeera SC , Rajo FC ,4,2,2,-2,Win,0,0
2020,2020-03-02, Midnimo FC , Dekedda SC ,0,0,0,0,Draw,1,3
2020,2020-03-03, Gaadiidka FC , Raadsan FC ,5,0,5,-5,Win,0,2
2020,2020-03-04, Heegan S.C , Elman FC ,3,1,2,-2,Win,2,3
2020,2020-03-05, Rajo FC , Mogadishu City Club ,0,5,-5,5,Loss,0,4
2020,2020-03-06, Jazeera SC , Horseed S.C ,0,1,-1,1,Loss,1,3
2020,2020-03-09, Dekedda SC , Gaadiidka FC ,1,3,-2,2,Loss,2,1
2020,2020-03-10, Heegan S.C , Midnimo FC ,0,1,-1,1,Loss,3,1
2020,2020-03-11, Rajo FC , Raadsan FC ,0,4,-4,4,Loss,0,1
2020,2020-03-12, Jazeera SC , Elman FC ,2,4,-2,2,Loss,1,2
2020,2020-03-13, Horseed S.C , Mogadishu City Club ,0,0,0,0,Draw,3,4
2020,2020-03-16, Heegan S.C , Dekedda SC ,1,0,1,-1,Win,2,2
2020,2020-03-17, Rajo FC , Gaadiidka FC ,0,7,-7,7,Loss,0,2
2020,2020-03-18, Jazeera SC , Midnimo FC ,1,2,-1,1,Loss,1,1
2020,2020-06-18, Horseed S.C , Raadsan FC ,4,0,4,-4,Win,3,2
2020,2020-06-19, Mogadishu City Club , Elman FC ,2,0,2,-2,Win,3,2
2020,2020-06-22, Dekedda SC , Rajo FC ,4,1,3,-3,Win,2,0
2020,2020-06-23, Jazeera SC , Heegan S.C ,0,3,-3,3,Loss,1,3
2020,2020-06-24, Horseed S.C , Gaadiidka FC ,0,1,-1,1,Loss,4,3
2020,2020-06-25, Mogadishu City Club , Midnimo FC ,2,1,1,-1,Win,3,2
2020,2020-06-26, Elman FC , Raadsan FC ,2,1,1,-1,Win,1,2
2021,2021-01-18, Heegan S.C , Midnimo FC ,1,0,1,-1,Win,3,2
2021,2021-01-19, Geeska Afrika FC , Jeenyo  FC ,0,0,0,0,Draw,2,0
2021,2021-01-20, Raadsan FC , Horseed S.C ,1,0,1,-1,Win,1,3
2021,2021-01-21, Elman FC , Mogadishu City Club ,0,1,-1,1,Loss,2,4
2021,2021-01-22, Dekedda SC , Gaadiidka FC ,1,1,0,0,Draw,2,4
2021,2021-01-25, Jeenyo  FC , Heegan S.C ,1,2,-1,1,Loss,0,4
2021,2021-01-26, Midnimo FC , Horseed S.C ,0,2,-2,2,Loss,2,2
2021,2021-01-27, Geeska Afrika FC , Mogadishu City Club ,0,2,-2,2,Loss,2,4
2021,2021-01-28, Raadsan FC , Gaadiidka FC ,1,0,1,-1,Win,2,4
2021,2021-01-29, Elman FC , Dekedda SC ,2,1,1,-1,Win,2,1
2021,2021-02-01, Heegan S.C , Horseed S.C ,1,1,0,0,Draw,4,2
2021,2021-02-02, Jeenyo  FC , Mogadishu City Club ,1,0,1,-1,Win,0,4
2021,2021-02-03, Midnimo FC , Gaadiidka FC ,1,1,0,0,Draw,2,3
2021,2021-02-04, Geeska Afrika FC , Dekedda SC ,0,3,-3,3,Loss,1,1
2021,2021-02-05, Raadsan FC , Elman FC ,1,0,1,-1,Win,3,3
2021,2021-02-08, Mogadishu City Club , Heegan S.C ,3,2,1,-1,Win,4,4
2021,2021-02-09, Horseed S.C , Gaadiidka FC ,1,3,-2,2,Loss,2,2
2021,2021-02-10, Jeenyo  FC , Dekedda SC ,0,4,-4,4,Loss,1,2
2021,2021-02-11, Midnimo FC , Elman FC ,1,0,1,-1,Win,1,2
2021,2021-02-12, Geeska Afrika FC , Raadsan FC ,0,2,-2,2,Loss,1,3
2021,2021-02-15, Heegan S.C , Gaadiidka FC ,3,0,3,-3,Win,3,2
2021,2021-02-16, Mogadishu City Club , Dekedda SC ,1,0,1,-1,Win,4,3
2021,2021-02-17, Horseed S.C , Elman FC ,3,0,3,-3,Win,1,2
2021,2021-02-18, Jeenyo  FC , Raadsan FC ,1,1,0,0,Draw,1,4
2021,2021-02-22, Midnimo FC , Geeska Afrika FC ,2,1,1,-1,Win,1,0
2021,2021-02-22, Dekedda SC , Heegan S.C ,0,0,0,0,Draw,2,3
2021,2021-02-23, Gaadiidka FC , Elman FC ,0,1,-1,1,Loss,1,1
2021,2021-02-24, Mogadishu City Club , Raadsan FC ,1,0,1,-1,Win,4,4
2021,2021-02-25, Horseed S.C , Geeska Afrika FC ,3,1,2,-2,Win,2,0
2021,2021-02-26, Jeenyo  FC , Midnimo FC ,1,0,1,-1,Win,1,2
2021,2021-03-01, Heegan S.C , Elman FC ,1,0,1,-1,Win,2,2
2021,2021-03-02, Dekedda SC , Raadsan FC ,1,2,-1,1,Loss,2,3
2021,2021-03-02, Gaadiidka FC , Geeska Afrika FC ,6,0,6,-6,Win,1,0
2021,2021-03-04, Mogadishu City Club , Midnimo FC ,1,0,1,-1,Win,4,2
2021,2021-03-05, Horseed S.C , Jeenyo  FC ,3,0,3,-3,Win,3,2
2021,2021-03-08, Raadsan FC , Heegan S.C ,0,0,0,0,Draw,3,2
2021,2021-03-09, Elman FC , Geeska Afrika FC ,4,0,4,-4,Win,1,0
2021,2021-03-10, Dekedda SC , Midnimo FC ,1,2,-1,1,Loss,2,2
2021,2021-03-11, Gaadiidka FC , Jeenyo  FC ,2,2,0,0,Draw,2,2
2021,2021-03-12, Mogadishu City Club , Horseed S.C ,1,1,0,0,Draw,4,3
2021,2021-03-15, Heegan S.C , Geeska Afrika FC ,1,1,0,0,Draw,2,0
2021,2021-03-16, Raadsan FC , Midnimo FC ,1,0,1,-1,Win,2,3
2021,2021-03-17, Elman FC , Jeenyo  FC ,1,2,-1,1,Loss,2,1
2021,2021-03-18, Dekedda SC , Horseed S.C ,0,2,-2,2,Loss,1,3
2021,2021-03-19, Gaadiidka FC , Mogadishu City Club ,0,1,-1,1,Loss,2,4
2021,2021-05-17, Heegan S.C , Midnimo FC ,2,1,1,-1,Win,2,2
2021,2021-05-18, Jeenyo  FC , Geeska Afrika FC ,4,2,2,-2,Win,2,0
2021,2021-05-19, Horseed S.C , Raadsan FC ,0,0,0,0,Draw,4,2
2021,2021-05-20, Mogadishu City Club , Elman FC ,2,2,0,0,Draw,4,2
2021,2021-05-21, Gaadiidka FC , Dekedda SC ,0,3,-3,3,Loss,1,0
2021,2021-05-24, Heegan S.C , Jeenyo  FC ,1,1,0,0,Draw,2,3
2021,2021-05-25, Horseed S.C , Midnimo FC ,5,2,3,-3,Win,3,1
2021,2021-05-25, Mogadishu City Club , Geeska Afrika FC ,4,0,4,-4,Win,3,0
2021,2021-05-27, Gaadiidka FC , Raadsan FC ,1,1,0,0,Draw,1,2
2021,2021-05-31, Dekedda SC , Elman FC ,1,1,0,0,Draw,1,2
2021,2021-06-01, Horseed S.C , Heegan S.C ,1,1,0,0,Draw,3,2
2021,2021-06-02, Mogadishu City Club , Jeenyo  FC ,2,1,1,-1,Win,3,2
2021,2021-06-03, Gaadiidka FC , Midnimo FC ,1,2,-1,1,Loss,1,1
2021,2021-06-04, Dekedda SC , Geeska Afrika FC ,1,2,-1,1,Loss,1,0
2021,2021-06-05, Elman FC , Raadsan FC ,3,2,1,-1,Win,1,2
2021,2021-06-06, Heegan S.C , Mogadishu City Club ,1,0,1,-1,Win,1,3
2021,2021-06-07, Gaadiidka FC , Horseed S.C ,0,5,-5,5,Loss,0,2
2021,2021-06-08, Dekedda SC , Jeenyo  FC ,3,1,2,-2,Win,1,2
2021,2021-06-09, Elman FC , Midnimo FC ,0,2,-2,2,Loss,2,2
2021,2021-06-10, Raadsan FC , Geeska Afrika FC ,3,0,3,-3,Win,1,1
2021,2021-06-27, Gaadiidka FC , Heegan S.C ,2,3,-1,1,Loss,0,2
2021,2021-06-28, Dekedda SC , Mogadishu City Club ,1,1,0,0,Draw,2,3
2021,2021-06-29, Horseed S.C , Elman FC ,2,0,2,-2,Win,3,1
2021,2021-06-30, Raadsan FC , Jeenyo  FC ,0,0,0,0,Draw,2,2
2021,2021-07-01, Geeska Afrika FC , Midnimo FC ,0,4,-4,4,Loss,1,2
2021,2021-07-02, Heegan S.C , Dekedda SC ,1,5,-4,4,Loss,3,2
2021,2021-07-03, Elman FC , Gaadiidka FC ,0,2,-2,2,Loss,1,0
2021,2021-07-04, Raadsan FC , Mogadishu City Club ,1,1,0,0,Draw,1,2
2021,2021-07-05, Geeska Afrika FC , Horseed S.C ,0,4,-4,4,Loss,1,3
2021,2021-07-06, Midnimo FC , Jeenyo  FC ,1,0,1,-1,Win,3,1
2021,2021-07-07, Elman FC , Heegan S.C ,1,2,-1,1,Loss,1,2
2021,2021-07-08, Raadsan FC , Dekedda SC ,0,2,-2,2,Loss,1,2
2021,2021-07-09, Geeska Afrika FC , Gaadiidka FC ,1,8,-7,7,Loss,1,1
2021,2021-07-10, Midnimo FC , Mogadishu City Club ,0,2,-2,2,Loss,4,2
2021,2021-07-11, Jeenyo  FC , Horseed S.C ,1,3,-2,2,Loss,0,4
2021,2021-07-12, Heegan S.C , Raadsan FC ,0,1,-1,1,Loss,3,1
2021,2021-07-13, Geeska Afrika FC , Elman FC ,0,5,-5,5,Loss,1,1
2021,2021-07-14, Midnimo FC , Dekedda SC ,0,0,0,0,Draw,4,3
2021,2021-07-16, Jeenyo  FC , Gaadiidka FC ,1,2,-1,1,Loss,0,2
2021,2021-07-16, Horseed S.C , Mogadishu City Club ,0,0,0,0,Draw,4,2
2021,2021-07-17, Geeska Afrika FC , Heegan S.C ,0,13,-13,13,Loss,0,3
2021,2021-07-18, Midnimo FC , Raadsan FC ,0,2,-2,2,Loss,3,2
2021,2021-07-21, Jeenyo  FC , Elman FC ,2,1,1,-1,Win,0,1
2021,2021-07-22, Horseed S.C , Dekedda SC ,1,0,1,-1,Win,4,3
2021,2021-07-23, Mogadishu City Club , Gaadiidka FC ,4,2,2,-2,Win,1,3
